Domain Code,Domain,Area,Element,Item,Year,Unit,Value
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2006,kilotonnes,989.6741
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2007,kilotonnes,1259.9888
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2008,kilotonnes,849.2705
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2009,kilotonnes,905.7826
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2010,kilotonnes,791.2837
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2011,kilotonnes,697.5697
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2012,kilotonnes,523.1598
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2013,kilotonnes,464.8181
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2014,kilotonnes,421.1378
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2015,kilotonnes,330.5334
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2016,kilotonnes,316.4503
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2017,kilotonnes,341.1439
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2018,kilotonnes,309.349
GN,Energy Use,Pakistan,Emissions (CO2),Coal,2019,kilotonnes,286.9912
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1970,kilotonnes,1.4015
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1971,kilotonnes,1.4843
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1972,kilotonnes,1.1963
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1973,kilotonnes,1.4027
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1974,kilotonnes,1.3559
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1975,kilotonnes,1.8371
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1976,kilotonnes,1.6739
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1977,kilotonnes,1.6787
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1978,kilotonnes,2.1119
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1979,kilotonnes,2.1647
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1980,kilotonnes,2.4803
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1981,kilotonnes,2.5619
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1982,kilotonnes,2.8427
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1983,kilotonnes,3.0707
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1984,kilotonnes,3.2075
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1985,kilotonnes,3.3575
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1986,kilotonnes,3.4798
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1987,kilotonnes,4.165
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1988,kilotonnes,5.2978
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1989,kilotonnes,5.2546
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1990,kilotonnes,6.0321
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1991,kilotonnes,6.7437
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1992,kilotonnes,7.0161
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1993,kilotonnes,6.7617
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1994,kilotonnes,6.9261
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1995,kilotonnes,7.5009
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1996,kilotonnes,8.0348
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1997,kilotonnes,8.5028
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1998,kilotonnes,8.324
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,1999,kilotonnes,6.7437
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2000,kilotonnes,5.4478
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2001,kilotonnes,5.9085
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2002,kilotonnes,7.2189
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2003,kilotonnes,8.0024
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2004,kilotonnes,8.3852
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2005,kilotonnes,9.5384
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2006,kilotonnes,9.8108
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2007,kilotonnes,10.1659
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2008,kilotonnes,10.5535
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2009,kilotonnes,11.6263
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2010,kilotonnes,10.7647
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2011,kilotonnes,10.2571
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2012,kilotonnes,9.236
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2013,kilotonnes,9.9475
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2014,kilotonnes,9.6392
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2015,kilotonnes,10.2307
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2016,kilotonnes,11.0659
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2017,kilotonnes,11.3587
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2018,kilotonnes,11.813
GN,Energy Use,Pakistan,Emissions (CH4),Electricity,2019,kilotonnes,12.2478
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1970,kilotonnes,0.0075
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1971,kilotonnes,0.0079
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1972,kilotonnes,0.0064
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1973,kilotonnes,0.0075
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1974,kilotonnes,0.0072
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1975,kilotonnes,0.0098
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1976,kilotonnes,0.0089
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1977,kilotonnes,0.009
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1978,kilotonnes,0.0113
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1979,kilotonnes,0.0116
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1980,kilotonnes,0.0132
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1981,kilotonnes,0.0137
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1982,kilotonnes,0.0152
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1983,kilotonnes,0.0164
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1984,kilotonnes,0.0171
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1985,kilotonnes,0.0179
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1986,kilotonnes,0.0186
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1987,kilotonnes,0.0222
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1988,kilotonnes,0.0283
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1989,kilotonnes,0.0281
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1990,kilotonnes,0.0322
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1991,kilotonnes,0.036
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1992,kilotonnes,0.0375
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1993,kilotonnes,0.0361
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1994,kilotonnes,0.037
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1995,kilotonnes,0.0401
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1996,kilotonnes,0.0429
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1997,kilotonnes,0.0454
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1998,kilotonnes,0.0444
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,1999,kilotonnes,0.036
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2000,kilotonnes,0.0291
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2001,kilotonnes,0.0316
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2002,kilotonnes,0.0385
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2003,kilotonnes,0.0427
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2004,kilotonnes,0.0448
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2005,kilotonnes,0.0509
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2006,kilotonnes,0.0524
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2007,kilotonnes,0.0543
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2008,kilotonnes,0.0564
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2009,kilotonnes,0.0621
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2010,kilotonnes,0.0575
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2011,kilotonnes,0.0548
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2012,kilotonnes,0.0493
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2013,kilotonnes,0.0531
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2014,kilotonnes,0.0515
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2015,kilotonnes,0.0547
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2016,kilotonnes,0.0591
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2017,kilotonnes,0.0607
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2018,kilotonnes,0.0631
GN,Energy Use,Pakistan,Emissions (N2O),Electricity,2019,kilotonnes,0.0654
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1970,kilotonnes,476.1619
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1971,kilotonnes,504.2913
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1972,kilotonnes,406.4498
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1973,kilotonnes,476.5695
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1974,kilotonnes,460.6703
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1975,kilotonnes,624.1471
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1976,kilotonnes,568.7036
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1977,kilotonnes,570.3342
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1978,kilotonnes,717.5041
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1979,kilotonnes,735.4417
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1980,kilotonnes,842.6597
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1981,kilotonnes,870.3814
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1982,kilotonnes,965.7769
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1983,kilotonnes,1043.2347
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1984,kilotonnes,1089.7094
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1985,kilotonnes,1140.6685
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1986,kilotonnes,1182.2511
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1987,kilotonnes,1415.0323
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1988,kilotonnes,1799.8754
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1989,kilotonnes,1785.1992
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1990,kilotonnes,2049.3712
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1991,kilotonnes,2326.2051
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1992,kilotonnes,2298.9685
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1993,kilotonnes,2165.1225
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1994,kilotonnes,2257.7034
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1995,kilotonnes,2531.1624
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1996,kilotonnes,2963.8518
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1997,kilotonnes,3215.208
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1998,kilotonnes,2854.1093
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,1999,kilotonnes,2629.1995
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2000,kilotonnes,2176.9781
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2001,kilotonnes,2279.9169
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2002,kilotonnes,2664.6891
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2003,kilotonnes,2473.5768
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2004,kilotonnes,2779.9515
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2005,kilotonnes,3028.4331
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2006,kilotonnes,3383.7913
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2007,kilotonnes,3667.4297
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2008,kilotonnes,3968.5925
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2009,kilotonnes,4437.9467
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2010,kilotonnes,3812.989
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2011,kilotonnes,3503.2559
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2012,kilotonnes,3214.4365
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2013,kilotonnes,3447.1706
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2014,kilotonnes,3340.3042
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2015,kilotonnes,3545.3048
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2016,kilotonnes,3834.7174
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2017,kilotonnes,3936.1782
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2018,kilotonnes,4093.6253
GN,Energy Use,Pakistan,Emissions (CO2),Electricity,2019,kilotonnes,4244.2895
